food_id,food_name,description,cuisine,meal_type,diet_type,health_goal,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,serving_size,budget,ingredients,allergens,health_score,recommendation_tags
2082,tempeh cooked,tempeh cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,55.0,5.1,2.6,3.2,0.0,0.0,0.084,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2083,vanilla soymilk light,vanilla soymilk light is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,83.0,6.4,9.4,2.1,1.5,1.0,0.2,100 g,Medium,Milk,Milk,99,"Low Fat, Low Carb, Heart Healthy"
2084,chocolate soymilk,chocolate soymilk is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,153.0,5.5,24.2,3.7,1.0,19.1,0.1,100 g,Medium,Milk,Milk,96,"Low Fat, Heart Healthy"
2085,soy oil,soy oil is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,120.0,0.0,0.0,13.6,0.0,0.0,0.0,100 g,Medium,See recipe,None,86,Low Carb
2086,natto,natto is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,169.0,14.2,11.5,8.8,4.3,3.9,0.026,100 g,Medium,See recipe,None,99,"Low Carb, Heart Healthy"
2087,chrysanthemum raw,chrysanthemum raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,12.0,1.7,1.5,0.3,1.5,0.0,0.012,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2088,gourd cooked,gourd cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,100.0,1.2,25.5,0.6,5.2,9.2,0.065,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
2089,cauliflower raw,cauliflower raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,3.0,0.2,0.6,0.081,0.3,0.2,0.042,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2090,red cabbage raw,red cabbage raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,53.0,2.4,12.5,0.3,3.6,6.5,0.079,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2091,broccoli raab raw,broccoli raab raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,9.0,1.3,1.1,0.2,1.1,0.2,0.04,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2092,napa cabbage cooked,napa cabbage cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,13.0,1.2,2.4,0.2,0.0,0.0,0.012,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2093,kelp,kelp is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.07,0.5,0.067,0.018,0.069,0.019,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2094,shallots raw,shallots raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,18.0,0.6,4.2,0.061,0.8,2.0,0.044,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2095,bamboo shoots raw,bamboo shoots raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,49.0,4.7,9.4,0.5,4.0,5.4,0.067,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2096,jute cooked,jute cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,32.0,3.2,6.3,0.2,1.7,0.9,0.043,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2097,red lettuce,red lettuce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,4.0,0.4,0.6,0.08,0.3,0.1,0.057,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2098,broccoli cooked,broccoli cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,98.0,6.7,20.1,1.1,9.2,3.9,0.1,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
2099,romanesco raw,romanesco raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,20.0,1.9,3.9,0.2,2.0,1.9,0.025,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2100,eggplant raw,eggplant raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,115.0,4.5,26.9,0.8,13.7,16.2,0.028,100 g,Medium,Egg,Eggs,99,"Low Fat, High Fiber, Heart Healthy"
2101,leeks raw,leeks raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,54.0,1.3,12.6,0.3,1.6,3.5,0.003,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2102,lemongrass citronella,lemongrass citronella is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,5.0,0.038,1.2,0.076,0.0,0.0,0.024,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2103,pumpkin cooked,pumpkin cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,49.0,1.8,12.0,0.2,2.7,5.1,0.006,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2104,celery cooked,celery cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,7.0,0.3,1.5,0.098,0.6,0.9,0.093,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2105,serrano pepper,serrano pepper is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.1,0.4,0.075,0.2,0.2,0.067,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2106,nopales raw,nopales raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,14.0,1.1,2.9,0.063,1.9,1.0,0.076,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2107,sweet potato leaves cooked,sweet potato leaves cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,22.0,1.4,4.7,0.2,1.2,3.5,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2108,eggplant cooked,eggplant cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,33.0,0.8,8.1,0.2,2.5,3.2,0.2,100 g,Medium,Egg,Eggs,99,"Low Fat, Low Carb, Heart Healthy"
2109,asparagus cooked,asparagus cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,3.0,0.4,0.6,0.074,0.3,0.2,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2110,rutabaga cooked,rutabaga cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,72.0,2.2,16.4,0.4,4.3,9.5,0.049,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2111,parsnips raw,parsnips raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,128.0,2.0,30.6,0.5,8.3,8.2,0.068,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
2112,sour pickles,sour pickles is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,17.0,0.5,3.5,0.3,1.9,1.6,1.9,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2113,turnip greens cooked,turnip greens cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,29.0,1.6,6.3,0.3,5.0,0.8,0.4,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, High Fiber, Heart Healthy"
2114,jerusalem artichokes,jerusalem artichokes is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,110.0,3.0,26.2,0.047,2.4,14.4,0.011,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2115,collard raw,collard raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,12.0,1.1,2.0,0.2,1.4,0.2,0.014,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2116,chrysanthemum cooked,chrysanthemum cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,20.0,1.6,4.3,0.036,2.3,2.0,0.042,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2117,oriental radish dried,oriental radish dried is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,314.0,9.2,73.5,0.8,27.7,43.3,0.3,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
2118,tomatillos,tomatillos is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,42.0,1.3,7.7,1.3,2.5,5.2,0.019,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2119,taro shoots raw,taro shoots raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,9.0,0.8,2.0,0.069,0.0,0.0,0.056,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2120,acorn squash raw,acorn squash raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,172.0,3.4,44.9,0.4,6.5,0.0,0.017,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
2121,leeks dried,leeks dried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,10.0,0.5,2.4,0.026,0.3,0.0,0.077,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2122,cabbage raw,cabbage raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,70.0,3.6,16.2,0.3,7.0,9.0,0.006,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
2123,sweet red peppers cooked,sweet red peppers cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,19.0,0.7,4.5,0.1,0.9,3.2,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2124,sweet red peppers raw,sweet red peppers raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,46.0,1.5,9.0,0.4,3.1,6.3,0.092,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2125,cucumber peeled,cucumber peeled is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,16.0,0.8,2.9,0.2,0.9,1.8,0.098,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2126,purslane raw,purslane raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,9.0,0.9,1.5,0.2,0.0,0.0,0.066,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2127,peas onions cooked,peas onions cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,81.0,4.6,15.5,0.4,4.0,6.8,0.5,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2128,tomato cooked,tomato cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,22.0,1.2,4.9,0.1,0.9,3.1,0.029,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2129,taro shoots cooked,taro shoots cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,20.0,1.0,4.5,0.1,0.0,0.0,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2130,scots kale raw,scots kale raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,28.0,1.9,5.6,0.4,1.1,0.0,0.059,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2131,artichoke raw,artichoke raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,60.0,4.2,13.5,0.2,6.9,1.3,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, High Fiber, Heart Healthy"
2132,navy bean sprouts raw,navy bean sprouts raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,70.0,6.4,13.6,0.7,0.0,0.0,0.063,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2133,sweet pickles,sweet pickles is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,146.0,0.9,33.8,0.7,1.6,29.2,0.7,100 g,Medium,See recipe,None,95,"Low Fat, Heart Healthy"
2134,oriental radish cooked,oriental radish cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,25.0,1.0,5.0,0.4,2.4,2.7,0.4,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2135,sweet potato leaves raw,sweet potato leaves raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,15.0,0.9,3.1,0.2,1.9,0.0,0.073,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2136,irishmoss,irishmoss is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.037,0.6,0.049,0.082,0.098,0.084,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2137,drumstick leaves cooked,drumstick leaves cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,25.0,2.2,4.7,0.4,0.8,0.4,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2138,winter squash raw,winter squash raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,39.0,1.1,10.0,0.2,1.7,2.6,0.027,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2139,pumpkin raw,pumpkin raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,30.0,1.2,7.5,0.1,0.6,3.2,0.062,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2140,chicory greens,chicory greens is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,7.0,0.5,1.4,0.096,1.2,0.2,0.017,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2141,spinach cooked,spinach cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,41.0,5.3,6.8,0.5,4.3,0.8,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2142,radish pickled,radish pickled is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,42.0,1.7,7.8,0.5,3.3,3.0,1.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2143,sweet onion,sweet onion is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,106.0,2.6,25.0,0.3,3.0,16.6,0.063,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2144,salsify cooked,salsify cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,92.0,3.7,20.7,0.2,4.2,3.9,0.028,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2145,radish seeds sprouted,radish seeds sprouted is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,16.0,1.4,1.4,1.0,0.0,0.0,0.067,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2146,turnips raw,turnips raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,51.0,1.6,11.8,0.2,3.3,7.0,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2147,burdock root raw,burdock root raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,85.0,1.8,20.5,0.2,3.9,3.4,0.008,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2148,red cabbage cooked,red cabbage cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,49.0,2.6,11.8,0.2,4.4,5.6,0.047,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2149,jute raw,jute raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,10.0,1.3,1.6,0.046,0.0,0.0,0.042,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2150,hot chile pepper dried,hot chile pepper dried is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,2.0,0.054,0.3,0.054,0.1,0.2,0.041,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2151,salsify raw,salsify raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,109.0,4.4,24.7,0.3,4.4,0.0,0.093,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2152,crookneck squash raw,crookneck squash raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,24.0,1.3,4.9,0.3,1.3,4.5,0.047,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2153,indian squash cooked,indian squash cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,38.0,0.7,7.6,0.4,3.5,4.7,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2154,poi,poi is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,269.0,0.9,65.4,0.3,1.0,0.9,0.091,100 g,Medium,See recipe,None,89,Low Fat
2155,sesbania flower cooked,sesbania flower cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,22.0,1.2,5.3,0.007,0.0,0.0,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2156,acorn squash cooked,acorn squash cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,115.0,2.3,29.9,0.3,9.0,0.0,0.5,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
2157,cauliflower cooked,cauliflower cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,29.0,2.3,5.1,0.6,2.9,2.6,0.094,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2158,crookneck squash cooked,crookneck squash cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,34.0,1.9,6.8,0.7,2.0,4.5,0.4,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
